UID,ApplicationDate,Amount,Term,EmploymentType,LoanPurpose,Success,ALL_AgeOfOldestAccount,ALL_AgeOfYoungestAccount,ALL_Count,ALL_CountActive,ALL_CountClosedLast12Months,ALL_CountDefaultAccounts,ALL_CountOpenedLast12Months,ALL_CountSettled,ALL_MeanAccountAge,ALL_SumCurrentOutstandingBal,ALL_SumCurrentOutstandingBalExcMtg,ALL_TimeSinceMostRecentDefault,ALL_WorstPaymentStatusActiveAccounts
440344,07/01/2020,4000,48,Self employed,Consolidation,0,105,2,6,4,1,1,2,2,30.0,1855,1855,-1,0
443541,07/01/2020,500,12,Employed - part time,for personal needs,0,256,4,27,16,0,3,1,11,57.85,4312,4312,-1,7
445262,07/01/2020,20000,30,Employed - full time,vets bills,0,138,2,8,4,3,0,3,4,60.25,17441,17441,-1,0
446598,07/01/2020,15000,60,Employed - full time,Houshold,0,289,14,16,8,2,0,0,8,75.94,15871,15871,-1,0
448091,07/01/2020,1000,12,Employed - full time,Personal loan,0,65,3,10,5,5,3,2,5,29.5,2076,2076,-1,7
448472,07/01/2020,6000,48,Employed - full time,Car repaired,1,124,3,8,6,0,0,1,2,31.75,392,392,-1,0
449197,07/01/2020,15000,60,Employed - full time,house,0,18,2,5,5,0,0,3,0,10.0,0,0,-1,0
450335,07/01/2020,10000,60,Employed - full time,buy car,0,148,14,3,3,0,0,0,0,65.0,567,567,-1,0
450459,07/01/2020,5000,12,Employed - full time,New Car,1,184,5,10,5,2,0,1,5,79.4,274532,137,-1,0
451198,07/01/2020,6500,48,Employed - full time,buy a motor,1,161,1,26,9,4,1,4,17,52.62,172354,27681,-1,0
452139,08/01/2020,1000,54,Employed - part time,Home improvements,0,126,13,30,19,2,11,0,11,42.97,12258,12258,-1,7
452674,08/01/2020,12000,60,Employed - full time,DIY,0,293,19,5,5,0,0,0,0,86.4,8802,8802,-1,0
452736,08/01/2020,8000,36,Employed - part time,Debt consolidation,0,166,4,18,10,1,0,4,8,52.5,110812,8046,-1,0
454924,08/01/2020,500,18,Employed - part time,Other,0,101,1,17,10,1,6,2,7,46.12,3264,3264,-1,7
456127,08/01/2020,3000,60,Employed - full time,debt,1,102,9,5,4,0,0,1,1,41.0,1406,1406,-1,0
457646,08/01/2020,3000,60,Employed - full time,Car exspenses,0,183,7,17,5,4,6,2,12,72.24,925,925,-1,0
459322,08/01/2020,500,24,Employed - part time,travel,0,91,4,12,9,0,1,5,3,38.33,5469,5469,-1,7
459601,08/01/2020,10000,48,Self employed,Other,0,59,17,4,4,0,0,0,0,30.75,9316,9316,-1,0
460517,08/01/2020,10000,42,Employed - full time,Car,1,114,4,10,9,0,0,3,1,56.4,8309,8309,-1,0
461164,08/01/2020,8000,42,Employed - full time,Car,0,178,1,10,4,2,0,3,6,59.6,3038,3038,-1,4
461180,08/01/2020,20000,60,Employed - full time,Payday,0,118,3,16,8,5,0,4,8,50.81,159181,10763,-1,0
462610,08/01/2020,5000,60,Employed - full time,Family Holiday,0,96,2,17,13,1,0,4,4,35.24,10272,10272,-1,0
463719,08/01/2020,3000,60,Employed - full time,Wedding,0,172,2,12,9,0,6,1,3,60.5,6873,6873,-1,7
466756,08/01/2020,5000,60,Employed - full time,for goods,0,78,13,25,15,1,6,0,10,47.08,5229,5229,-1,7
467303,08/01/2020,1000,24,Employed - full time,Home improvements,0,170,5,15,13,1,4,4,2,39.47,5413,5413,-1,7
468633,08/01/2020,1000,12,Employed - full time,sudden expense,1,126,7,20,8,1,0,1,12,49.6,19940,19940,-1,0
469875,08/01/2020,1000,12,Employed - full time,Unexpected expense,0,201,2,22,16,1,6,7,6,45.55,8410,8410,-1,7
470045,08/01/2020,7000,48,Employed - full time,Car,0,93,3,20,6,8,8,1,14,28.3,3702,3702,-1,7
470519,08/01/2020,500,12,Employed - full time,Household,0,232,3,32,12,0,3,4,20,56.97,10595,10595,-1,7
473029,08/01/2020,10000,36,Employed - full time,Vehicle purchase,0,177,17,10,7,0,0,0,3,60.8,343799,15273,-1,0
474968,08/01/2020,10000,60,Self employed,Car,0,157,25,16,6,2,7,0,10,62.07,2160,2160,-1,7
475235,08/01/2020,9000,36,Employed - full time,Medical Bill,0,121,2,31,13,4,0,5,18,52.58,27467,27467,-1,0
475612,08/01/2020,6000,60,Employed - full time,Cards,1,67,15,7,7,0,0,0,0,38.86,7152,7152,-1,0
477945,08/01/2020,10000,60,Retired,Pay off credit cards,0,331,3,20,18,1,0,4,2,58.65,107415,8304,-1,0
478153,08/01/2020,1000,24,Employed - part time,House repairs,0,34,10,7,6,0,1,1,1,20.29,1664,1664,-1,7
478192,08/01/2020,1000,24,Employed - full time,emergency,0,193,5,35,19,0,8,2,16,62.29,7968,7968,-1,7
478318,08/01/2020,2000,36,Employed - full time,consolidation,0,107,18,53,16,0,8,0,37,39.34,7182,7182,-1,7
479331,08/01/2020,5000,24,Employed - full time,Car,0,177,2,7,6,0,1,2,1,79.14,109092,7402,-1,7
482248,09/01/2020,2000,24,Employed - full time,Pay of credit cards,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
483688,09/01/2020,6500,48,Self employed,subsidence,0,60,16,3,3,0,0,0,0,43.0,914,914,-1,4
484551,09/01/2020,10000,36,Self employed,Moving home,0,257,4,27,15,4,0,3,12,77.59,7162,7162,-1,0
485317,09/01/2020,1000,30,Employed - full time,Home improvements,0,73,2,21,14,0,9,2,7,34.1,3388,3388,-1,7
488177,09/01/2020,6500,48,Employed - full time,family needs,0,179,37,4,2,0,0,0,2,95.75,0,0,-1,0
489527,09/01/2020,14000,60,Employed - full time,Car,0,163,2,26,15,0,0,4,11,70.88,38551,38551,-1,0
490158,09/01/2020,15000,60,Employed - full time,Consolidate loans,0,227,1,14,11,0,0,5,3,45.0,13989,13989,-1,0
495453,09/01/2020,6000,36,Employed - full time,Other,0,172,7,21,9,2,0,2,12,46.86,37331,37331,-1,0
497686,09/01/2020,1000,24,Employed - full time,house,0,47,9,3,3,0,0,2,0,22.0,92,92,-1,3
498519,09/01/2020,15000,60,Employed - full time,Credit card,0,296,1,20,12,0,0,2,8,96.3,20526,20526,-1,0
499955,09/01/2020,15000,36,Employed - full time,Boiler,0,57,8,24,14,1,0,5,10,32.62,34481,34481,-1,0
500107,09/01/2020,6500,48,Self employed,Other,0,212,33,15,11,0,7,0,4,91.73,30101,30101,-1,7
500545,09/01/2020,500,12,Employed - part time,Consolidate bills and holiday,0,19,6,11,5,6,0,10,6,8.18,655,655,-1,0
501304,09/01/2020,15000,60,Self employed,consolidating,0,68,15,6,6,0,0,0,0,42.5,22935,22935,-1,0
501970,09/01/2020,5000,36,Employed - full time,Credit cards abd loans,0,186,14,22,14,2,0,0,8,84.14,33127,33127,-1,0
502032,09/01/2020,6500,48,Employed - full time,Baby costs,0,103,2,22,13,5,1,10,9,26.91,6180,6180,-1,7
502527,09/01/2020,4000,24,Employed - full time,New bed,0,90,2,26,12,2,0,5,14,39.46,17906,17906,-1,5
502860,09/01/2020,15000,60,Employed - full time,Home improvements,0,246,4,16,11,0,0,3,5,74.5,136369,19972,-1,0
502911,09/01/2020,6500,48,Employed - full time,Household,0,90,1,66,30,1,10,5,36,31.78,22264,22264,-1,7
503369,09/01/2020,1200,12,Employed - full time,Baby items,0,131,1,32,16,5,0,6,16,25.09,16286,16286,-1,5
505359,09/01/2020,15000,48,Employed - full time,other,0,217,24,16,4,2,0,0,12,108.5,652,652,-1,0
506176,09/01/2020,6500,48,Self employed,Cash flow,0,137,3,28,20,2,9,6,8,46.29,28391,28391,-1,7
507889,09/01/2020,7000,60,Employed - full time,house hold goods,0,145,5,11,7,0,0,1,4,49.55,17261,17261,-1,0
509310,09/01/2020,8000,48,Employed - full time,Car purchase,0,223,16,14,8,0,0,0,6,118.21,103063,1812,-1,0
509728,10/01/2020,10000,60,Employed - full time,Home improvement,0,106,9,10,4,1,0,1,6,58.1,1249,1249,-1,0
510618,10/01/2020,1000,18,Employed - full time,Debt consolidation,0,185,4,9,7,2,1,4,2,48.89,2384,2384,-1,7
511149,10/01/2020,10000,60,Employed - full time,debt consolidation,0,146,1,22,13,0,0,2,9,61.27,17729,17729,-1,0
514891,10/01/2020,5000,36,Employed - full time,Vet bills,0,259,1,9,7,2,0,3,2,76.33,133377,9158,-1,1
515930,10/01/2020,8500,60,Employed - full time,unexpected expenses,1,65,2,12,8,2,0,5,4,21.33,20502,20502,-1,0
516478,10/01/2020,12000,36,Self employed,Furniture,0,213,1,26,12,0,0,2,14,84.15,71755,71755,-1,0
518833,10/01/2020,1200,18,Employed - full time,Home improvements,0,110,0,53,15,4,1,8,38,37.32,26013,26013,-1,7
519321,10/01/2020,1000,36,Self employed,Consolidation of debt,0,127,7,8,5,1,3,1,3,53.75,735,735,-1,7
519377,10/01/2020,1000,12,Employed - full time,Car insurence,0,40,2,35,19,14,0,14,16,18.94,26631,26631,-1,0
519691,10/01/2020,5000,24,Employed - full time,local moving expenses,0,46,46,1,-1,0,0,0,1,46.0,0,-1,-1,-1
519707,10/01/2020,7000,24,Employed - full time,rent deposit,0,156,10,20,9,0,0,2,11,72.9,139651,32596,-1,0
519727,10/01/2020,4000,12,Employed - part time,Home,1,271,8,17,7,3,0,1,10,95.71,103,103,-1,0
520740,10/01/2020,5000,48,Employed - full time,Other,1,89,6,7,3,1,0,1,4,41.86,1419,1419,-1,0
522223,10/01/2020,10000,60,Employed - full time,Health,0,251,6,14,9,1,0,2,5,73.36,15245,15245,-1,0
522387,10/01/2020,5000,36,Employed - full time,Bike,0,139,1,21,16,1,5,7,5,43.33,14494,14494,-1,7
525901,10/01/2020,6500,48,Employed - part time,vet bills,0,199,76,8,6,0,2,0,2,122.0,80739,10678,-1,7
527763,10/01/2020,10000,60,Employed - part time,Honeymoon,0,255,5,18,13,1,0,4,5,105.17,24679,24679,-1,0
527840,10/01/2020,2000,36,Self employed,Laval elyse,0,167,4,20,14,1,2,2,6,61.9,42052,7162,-1,7
528411,10/01/2020,1000,12,Employed - full time,New car,0,154,5,29,14,4,0,1,15,64.17,158347,20216,-1,0
528641,10/01/2020,7500,48,Employed - full time,Credit card,0,153,3,7,6,0,0,3,1,66.71,6927,6927,-1,0
529942,10/01/2020,7600,60,Employed - full time,Stuff,0,195,2,19,6,4,3,4,13,52.32,10648,10648,-1,0
531624,10/01/2020,2000,36,Employed - full time,gas food,0,119,0,24,16,1,2,7,8,32.38,9248,9248,-1,7
531725,10/01/2020,10000,60,Employed - full time,white goods,0,158,1,23,12,4,0,4,11,46.22,27461,27461,-1,0
531928,10/01/2020,4000,24,Employed - full time,eye surgery,0,150,1,23,15,3,6,6,8,39.0,16365,16365,-1,7
532515,10/01/2020,8000,48,Employed - full time,small stuffs in the house,0,222,1,26,16,1,0,5,10,61.08,123124,44832,-1,0
532686,10/01/2020,20000,60,Employed - full time,mortgage,0,47,14,9,5,1,0,0,4,28.89,4983,4983,-1,0
532699,10/01/2020,6200,60,Employed - full time,Home improvements,1,148,2,17,10,4,0,5,7,36.53,182472,19259,-1,0
533580,10/01/2020,12000,48,Employed - full time,Vet bill,0,205,4,37,13,1,0,3,24,76.89,195826,15380,-1,0
533733,10/01/2020,10000,60,Self employed,Buy TV,0,100,1,16,13,1,0,3,3,26.12,54231,54231,-1,0
534359,10/01/2020,10000,60,Employed - full time,Car,0,288,3,22,11,3,0,5,11,60.64,211869,18302,-1,0
535170,10/01/2020,15000,60,Employed - full time,baby pram,0,229,11,34,21,3,0,1,13,91.53,153069,78637,-1,0
536493,10/01/2020,3000,12,Employed - full time,Consolidation,0,72,3,7,3,3,0,2,4,26.0,2434,2434,-1,0
537523,10/01/2020,2000,12,Self employed,new windows,0,135,5,12,4,1,2,2,8,57.0,5335,5335,-1,4
538224,10/01/2020,6000,36,Employed - full time,Home imprints pay a couple of bills,0,159,2,23,15,1,5,5,8,54.65,21634,21634,-1,7
538892,10/01/2020,7500,30,Employed - full time,Fridge,0,2,1,2,2,0,0,2,0,1.5,0,0,-1,0
538929,10/01/2020,2000,60,Retired,Vet bill,0,443,2,27,13,1,1,2,14,95.26,3070,3070,-1,7
542430,10/01/2020,5000,24,Employed - full time,Car,0,64,57,3,3,0,3,0,0,60.0,1151,1151,-1,7
542871,10/01/2020,20000,36,Self employed,Vet's bills,0,52,7,4,4,0,0,2,0,26.0,0,0,-1,0
542943,10/01/2020,7000,60,Employed - part time,repairs,0,87,9,13,8,1,3,2,5,44.38,3589,3589,-1,7
547694,10/01/2020,14000,54,Employed - full time,To pay credit card,0,161,16,23,8,0,0,0,15,60.52,96824,360,-1,0
548147,11/01/2020,8000,36,Employed - full time,Car,0,362,4,27,16,3,0,3,11,141.3,42888,42888,-1,0
548204,11/01/2020,13500,60,Employed - full time,Home,0,334,15,21,11,2,0,0,10,91.57,35478,19268,-1,0
549442,11/01/2020,10000,36,Employed - full time,Vet bills,0,230,3,10,8,1,1,1,2,72.3,11289,11289,-1,7
551407,11/01/2020,500,12,Employed - full time,general spending,0,98,2,9,7,2,2,3,2,38.89,18151,18151,-1,7
553887,11/01/2020,1000,12,Employed - full time,vet bill,0,226,3,39,16,9,1,16,23,36.9,7575,7575,-1,7
555203,11/01/2020,1000,12,Employed - full time,Consolidation,0,146,5,34,12,2,6,7,22,45.35,17860,17860,-1,7
556318,11/01/2020,15000,60,Employed - full time,Shopping Bill,0,238,6,28,24,0,0,2,4,84.29,19692,19692,-1,0
557552,11/01/2020,2500,24,Employed - full time,Car,0,33,33,1,1,0,0,0,0,33.0,0,0,-1,0
560689,11/01/2020,2000,36,Employed - full time,consolidating other debt,1,254,8,16,9,1,0,1,7,96.12,103493,14430,-1,0
561166,11/01/2020,2000,12,Self employed,consul identify short term debt,0,35,3,7,5,1,1,2,2,20.29,134,134,-1,0
561815,11/01/2020,1000,12,Employed - full time,500,0,155,0,52,10,17,0,19,42,32.69,4307,4307,-1,0
563028,11/01/2020,20000,48,Employed - full time,Consolidation,0,283,6,32,11,1,0,1,21,84.47,11773,11773,-1,0
564347,11/01/2020,1000,24,Employed - full time,Other,0,94,8,2,2,0,0,1,0,51.0,1098,1098,-1,0
566236,11/01/2020,1000,12,Employed - full time,holyday,0,72,1,19,12,2,7,4,7,23.53,5563,5563,-1,7
568159,11/01/2020,20000,60,Employed - full time,New car,0,170,15,13,4,0,0,0,9,71.62,226456,4878,-1,0
569563,11/01/2020,9000,48,Employed - full time,Car,0,148,11,12,10,0,0,1,2,75.25,202847,799,-1,0
569579,11/01/2020,7000,60,Employed - full time,Purchase,0,8,7,3,2,1,0,3,1,7.67,181,181,-1,0
571084,11/01/2020,6500,48,Employed - full time,tie me over till pay day,0,281,57,6,5,0,2,0,1,157.5,935,935,-1,7
571412,11/01/2020,6500,48,Employed - full time,house hold,0,118,32,2,2,0,0,0,0,75.0,3,3,-1,0
572266,11/01/2020,6500,60,Employed - full time,Emergency,0,177,1,16,11,2,0,1,5,65.75,29625,29625,-1,0
574160,11/01/2020,5000,30,Employed - full time,Medical needs,0,113,9,10,7,1,0,2,3,36.8,26997,26997,-1,0
574565,11/01/2020,7000,36,Employed - full time,Peraonal,1,280,8,24,11,5,0,4,13,72.25,211936,15965,-1,0
575413,12/01/2020,20000,60,Employed - full time,Other,0,295,1,24,17,3,0,6,7,81.38,352734,28156,-1,0
575547,12/01/2020,1000,12,Employed - part time,Vet bills,0,115,10,33,19,3,14,3,14,51.91,10640,10640,-1,7
575674,12/01/2020,15000,60,Self employed,Household,0,12,12,1,1,0,0,0,0,12.0,1923,1923,-1,0
576544,12/01/2020,10000,60,Employed - full time,Credit card bills,0,273,1,56,17,4,0,10,39,34.71,152025,66426,-1,0
578699,12/01/2020,1000,12,Employed - full time,Shopping,0,98,8,8,6,2,0,5,2,21.75,1021,1021,-1,6
579523,12/01/2020,9000,60,Self employed,Car bill,0,156,1,24,12,5,5,3,12,38.42,5307,5307,-1,7
579958,12/01/2020,6500,48,Employed - full time,Mortgage deposit,0,999,12,12,9,0,4,0,3,226.83,7641,7641,-1,7
580218,12/01/2020,15000,60,Employed - full time,roof repairs,0,189,2,10,7,0,0,1,3,89.6,27146,11247,-1,0
580300,12/01/2020,13000,30,Employed - full time,Car fix,0,89,5,14,12,0,0,2,2,44.5,726383,32168,-1,0
580973,12/01/2020,3500,36,Employed - full time,Credit card,0,62,3,13,7,1,0,5,6,20.0,15689,15689,-1,0
582981,12/01/2020,7000,48,Employed - full time,New car,1,164,2,7,4,1,0,1,3,81.29,143627,2305,-1,0
583072,12/01/2020,3000,48,Employed - full time,Roof repairs,0,152,0,7,5,0,1,1,2,46.57,977,977,-1,7
583380,12/01/2020,6500,48,Employed - full time,Vet's bills,0,205,7,21,5,1,0,3,16,50.48,7040,7040,-1,0
585142,12/01/2020,3000,36,Employed - full time,Mortgage deposit,1,175,7,11,9,0,0,4,2,59.09,5766,5766,-1,0
585350,12/01/2020,10000,36,Employed - full time,Car,0,406,2,17,11,1,0,3,6,113.41,13575,13575,-1,0
586461,12/01/2020,9000,60,Employed - full time,Consolidating,0,37,37,1,1,0,0,0,0,37.0,347,347,-1,0
587480,12/01/2020,5000,60,Employed - full time,refinance,0,159,7,14,12,0,0,2,2,48.86,24024,24024,-1,0
587761,12/01/2020,15000,60,Employed - part time,Debt Consolidation,0,168,4,26,15,1,0,2,11,88.85,32817,12590,-1,0
591721,12/01/2020,15000,60,Employed - full time,Car,0,156,2,12,7,2,0,3,5,50.83,17923,17923,-1,0
592378,12/01/2020,10000,36,Employed - full time,vet bills,0,214,1,12,11,1,0,4,1,60.42,3633,3633,-1,0
593248,12/01/2020,6500,48,Employed - full time,Rent arrears,0,246,1,11,4,2,1,3,7,80.73,1430,1430,-1,0
596903,12/01/2020,2000,18,Employed - full time,Trip,0,32,2,3,3,0,0,2,0,12.33,615,615,-1,0
598309,12/01/2020,4000,48,Employed - part time,Car,0,119,2,14,9,0,0,1,5,72.43,265601,381,-1,1
599030,12/01/2020,5000,36,Employed - full time,new sofa,0,137,6,10,8,2,7,1,2,56.7,2535,2535,-1,7
600029,13/01/2020,500,12,Employed - full time,POINTS IN DIAMOND RESORTS,0,71,1,18,11,0,8,1,7,41.17,3540,3540,-1,7
600142,13/01/2020,1000,36,Employed - full time,car,0,62,18,9,6,1,5,0,3,36.11,10814,10814,-1,7
600992,13/01/2020,5000,60,Self employed,Dentist bill,0,311,2,40,15,2,4,3,25,57.55,106408,25965,-1,0
602023,13/01/2020,6500,48,Self employed,To get food in for my kids,1,57,2,14,10,0,0,3,4,24.71,26144,26144,-1,0
602646,13/01/2020,10000,48,Employed - full time,Sofa,1,132,3,11,7,1,0,2,4,65.27,66068,486,-1,0
602907,13/01/2020,1500,12,Employed - part time,Vet,0,161,10,10,7,0,6,1,3,81.9,6907,6907,-1,7
603114,13/01/2020,1000,18,Employed - full time,My Son,0,105,1,9,7,0,3,3,2,45.22,6609,6609,-1,7
603121,13/01/2020,15000,60,Employed - full time,Paid of others,0,180,9,14,7,1,0,1,7,63.57,16454,16454,-1,0
603129,13/01/2020,10000,36,Employed - part time,New car,0,181,1,19,13,3,0,6,6,39.11,11131,11131,-1,0
605582,13/01/2020,15000,60,Employed - full time,College,0,89,4,11,7,1,0,1,4,53.27,2561,2561,-1,0
605866,13/01/2020,15000,60,Self employed,Pregnant,0,238,20,11,8,0,0,0,3,90.09,32411,32411,-1,0
606234,13/01/2020,1000,12,Employed - part time,family funeral up the line,0,79,3,6,6,0,1,3,0,36.17,1224,1224,-1,7
606308,13/01/2020,6000,36,Employed - full time,Credit cards,0,217,2,33,17,2,0,6,16,51.64,180526,51434,-1,2
611721,13/01/2020,8000,60,Employed - full time,Food shopping,0,161,7,14,10,1,6,1,4,52.36,61265,11373,-1,7
612238,13/01/2020,10000,60,Employed - full time,House hold,0,137,6,23,11,1,0,1,12,55.0,101396,12610,-1,0
612901,13/01/2020,10000,60,Employed - full time,home,0,277,2,27,15,5,0,3,12,80.63,57602,27555,-1,0
612939,13/01/2020,5000,36,Employed - full time,Vacation,0,415,12,17,14,0,0,0,3,139.18,106800,42307,-1,0
612952,13/01/2020,6500,48,Employed - full time,treatment,0,65,1,15,9,1,2,4,6,32.93,26441,26441,-1,7
615058,13/01/2020,13000,48,Employed - full time,debt consilidation,0,216,5,14,11,2,0,2,3,121.64,13894,13894,-1,0
615165,13/01/2020,8000,48,Retired,Car,0,170,12,5,2,1,0,0,3,104.0,0,0,-1,0
616789,13/01/2020,6500,48,Employed - full time,Other,0,279,1,22,14,1,2,2,8,83.27,31544,4851,-1,7
616822,13/01/2020,12000,60,Employed - full time,new car,0,138,1,22,12,1,0,5,10,36.77,117691,16334,-1,0
618162,13/01/2020,2000,24,Employed - full time,unexpected expense,0,120,0,9,5,0,1,3,4,57.78,1197,1197,-1,7
620245,13/01/2020,15000,60,Employed - full time,Baby,0,161,3,34,19,2,0,5,15,69.91,42060,42060,-1,0
620787,13/01/2020,1300,12,Employed - full time,mobile phone,0,154,2,24,17,1,7,3,7,40.58,11990,11990,-1,7
622581,13/01/2020,3000,36,Self employed,Cat,0,267,3,24,9,5,2,2,15,78.79,13129,13129,-1,0
623602,13/01/2020,10000,24,Employed - full time,Update broken static caravan,1,210,18,10,6,1,2,0,4,72.6,1509,1509,-1,0
625549,13/01/2020,15000,36,Self employed,pet care,0,237,6,13,5,2,3,1,8,72.69,4333,4333,-1,7
628139,13/01/2020,10000,60,Employed - full time,emergency expense,0,222,11,12,8,0,0,1,4,76.67,21261,21261,-1,0
628957,13/01/2020,500,12,Employed - full time,borowing the money,0,68,2,4,4,0,0,3,0,19.5,472,472,-1,1
629483,14/01/2020,6500,48,Employed - full time,cutalan,0,38,37,2,2,0,0,0,0,37.5,0,0,-1,0
630190,14/01/2020,8000,12,Employed - full time,Other,0,45,4,14,12,0,0,2,2,26.21,25669,25669,-1,0
631317,14/01/2020,5000,36,Employed - full time,Vet bill,0,144,13,8,7,0,0,0,1,55.5,2829,2829,-1,0
633457,14/01/2020,15000,12,Employed - full time,Home,0,14,5,3,3,0,0,2,0,9.33,0,0,-1,0
634956,14/01/2020,6000,36,Employed - part time,debt consolidation,0,177,3,5,3,1,0,2,2,65.2,14955,14955,-1,0
635364,14/01/2020,1500,12,Self employed,Parents,1,111,22,9,7,0,0,0,2,53.33,9752,9752,-1,0
635532,14/01/2020,20000,60,Employed - part time,Purchase,0,235,1,19,9,5,0,6,10,40.79,25728,25728,-1,0
635825,14/01/2020,5000,24,Employed - full time,Consolidation,0,145,1,7,5,0,2,1,2,68.86,4768,4768,-1,0
637248,14/01/2020,13500,60,Employed - full time,Driving,0,255,1,16,12,0,0,1,4,71.56,88450,18541,-1,0
637398,14/01/2020,17000,60,Self employed,Wading,0,124,10,12,11,0,0,2,1,53.58,1871,1871,-1,0
638511,14/01/2020,2000,18,Employed - full time,savings,0,353,4,12,8,0,1,1,4,130.17,1570,1570,-1,7
642813,14/01/2020,20000,60,Employed - full time,Buying electronic equipment,0,214,11,19,14,2,0,3,5,70.89,159250,23698,-1,0
644147,14/01/2020,3500,36,Employed - full time,A Car,0,66,27,18,4,2,4,0,14,39.28,241,241,-1,7
644558,14/01/2020,10000,36,Employed - full time,Home improvement,0,54,5,6,4,0,0,2,2,25.33,112169,11037,-1,0
645608,14/01/2020,3000,24,Employed - full time,Consolidation,0,107,1,29,20,3,4,11,9,24.46,23681,23681,-1,7
646203,14/01/2020,20000,30,Employed - full time,laptop,0,383,9,20,10,1,0,1,10,98.05,90512,20376,-1,0
646271,14/01/2020,6500,48,Self employed,One off payment,0,76,7,9,7,1,5,1,2,44.22,1956,1956,-1,7
646950,14/01/2020,5000,60,Employed - full time,To pay off unexpected bill,1,289,5,18,9,2,0,1,9,103.83,9716,9716,-1,0
648145,14/01/2020,10000,60,Employed - full time,Debt,0,87,8,9,6,1,0,1,3,41.33,16530,16530,-1,0
649086,14/01/2020,2000,12,Employed - full time,food shoping,0,331,5,57,9,0,3,2,48,57.98,20577,9007,-1,4
649497,14/01/2020,9000,60,Employed - full time,I want to buy a car,0,132,3,16,10,0,0,2,6,41.19,11056,11056,-1,0
650821,14/01/2020,10000,60,Employed - full time,vet bill,0,191,5,31,15,4,0,4,16,55.29,20598,20598,-1,0
652378,14/01/2020,4994,36,Employed - full time,Car,0,22,16,5,4,1,0,0,1,19.8,1493,1493,-1,0
652716,14/01/2020,17000,60,Employed - full time,Buy a car,0,141,3,18,15,0,6,3,3,33.28,30254,30254,-1,7
654253,14/01/2020,10000,48,Employed - full time,New car,0,166,7,14,8,0,0,3,6,71.57,461,461,-1,0
655399,14/01/2020,6000,60,Employed - full time,Debt,0,212,8,15,12,0,0,1,3,69.0,8570,8570,-1,0
656260,14/01/2020,10000,48,Employed - full time,Car repair and family emergency,0,72,6,15,12,0,8,1,3,36.2,3808,3808,-1,7
656486,14/01/2020,8900,60,Employed - full time,School n bday,0,201,1,15,15,0,1,5,0,59.67,74100,3359,-1,7
656997,14/01/2020,10000,36,Employed - full time,Car,0,205,6,27,10,5,0,4,17,69.85,307746,29788,-1,0
658020,14/01/2020,6500,48,Employed - full time,All sorts,0,37,37,1,1,0,0,0,0,37.0,0,0,-1,0
659138,14/01/2020,3000,24,Employed - full time,Other,0,209,2,56,19,17,6,20,37,21.98,6579,6579,-1,7
660242,14/01/2020,10000,60,Employed - full time,car,0,150,5,14,10,2,1,3,4,43.5,4199,4199,-1,0
660703,14/01/2020,10000,36,Employed - full time,Legal aid,0,121,21,6,5,1,0,0,1,43.83,2749,2749,-1,0
661719,14/01/2020,10000,36,Employed - full time,Furniture,0,136,5,15,9,2,3,3,6,42.27,15589,15589,-1,0
